,quote,classe,methode of collection,groupe,source URL
2010, إذا أنت أكرمت الكريم ملكته وإن أنت أكرمت اللئيم تمردا.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2011, كفى المرء فضلاً أن تُعَدَّ معايبه.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2012, اذا لم تستحي فافعل ما تشاء.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2013, اعف عما أغضبك لما أرضاك.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2014, أفضل الجود العطاء قبل الموعد.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2015, التواضع من مصائد الشرف.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2016, الحِلْمُ سيد الأخلاق.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2017, الدال على الخير كفاعله.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2018, الشريف إذا تَقَوَّى تواضع والوضيع إذا تَقَوَّى تكبر.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2019, إذا أتاك أحد الخصمين وقد فُقِئَتْ عينه فلا تقض له حتى يأتيك خصمه فلعله قد فُقِئَتْ عيناه.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2020, إذا تولى عقداً أحكمه.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2021, الجزاء من جنس العمل.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2022, الحق دولة والباطل جولة.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2023, الرجوع إلى الحق خير من التمادي في الباطل.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2024, العاقل لا يبطل حقاً ولا يحق باطلاً.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2025, العدل أساس الْمُلْك.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2026, كما تدين تدان.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2027, هي النفس ما حَمَّلْتَها تتحمل وللدهر أيام تجور وتَعْدِلُ.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2028, من يخشى البلل لا يصطاد السمك.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2029, احذر الأحمق واحذر وُدَّهُ إنما الأحمق كالثوب الْخَلَق.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2030, احذروا من لا يرجى خيره ولا يؤمن شره.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2031, إذا جاء الحين حارت العين.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2032, إذا رأيت نيوب الليث بارزة فلا تظنن أن الليث يبتسم.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2033, إذا كنتَ ذا رأىٍ فكن ذا مشورة فإن فساد الرأي أن تترددا.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2034, الدهر يومان حلو ومر.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2035, إن كنت ريحاً فقد لاقيت إعصارا.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2036, البعيد عن العين بعيد عن القلب.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2037, الحب أعمى.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2038, فإن قليل الحب بالعقل صالح وإن كثير الحب بالجهل فاسد.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2039, لا تخف ما صنعت بك الأشواق .. واشرح هواك فكلنا عشاق.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2040, مرآة الحب عمياء.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2045,ذات صلة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2046, حكم وأمثال عربية,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2047, حكم عربية جميلة,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2048, اسأل مجربًا ولا تسأل حكيمًا.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2049, ليست السعادة في أن تعمل دائمًا ما تريد بل في أن تريد ما تعمله.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2050, الابتسامة كلمة طيبة بغير حروف.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2051, لا تفكر في المفقود حتى لا تفقد الموجود.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2052, من قنع من الدنيا باليسير هان عليه كلّ عسير.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2053, الكلمة الطيبة جواز مرور إلى كلّ القلوب.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2054, إذا ازداد الغرور، نقص السرور.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2055, الضمير المطمئن خير وسادة للراحة.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2056, من يزرع المعروف يحصد الشكر.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2057, العمر هو الشيء الوحيد الذي كلما زاد نقص.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2058, القلوب أوعية، والشفاه أقفالها، والألسن مفاتيحها فليحفظ كلّ إنسان مفتاح سره.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2059, إذا بلغ الرأي المشورة فاستعن برأي لبيب أو نصيحة حازم.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2060, ولا تحسب الشورى عليك غضاضة، فإنّ الخوافي روافد القوادم.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2061, دقيقة الألم ساعة، وساعة اللذة دقيقة.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2062, لعمرك ما السعادة جمع مال، ولكن التقي هو السعيد.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2063, دواء الغضب الصمت.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2064, العلم خليل المؤمن.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2065, دعامة العقل بالعلم.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2066, كما تكون الأم تكون البنت.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2067, المؤمن يموت آمنًا سعيدًا.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2068, من يقع في خطأ فهو إنسان ومن يصر عليه فهو شيطان.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2069, قوة السلسلة تقاس بقوة أضعف حلقاتها.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2070, الأم تصنع الأمة.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2071, من اشترى ما لا يحتاج إليه باع ما يحتاج إليه.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2072, ينام عميقاً من لا يملك ما يخاف من فقدانه؟.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2073, لقاء الإخوان جلاء الأحزان.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2074, لا يوجد رجل فاشل ولكن يوجد رجل بدأ من القاع وبقي فيه.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2075, الدهر كالدهر والأيام واحدة، والناس كالناس والدنيا لمن غلبا.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2076, رغباتنا هي كصغار الأطفال، كلما تساهلنا معها أكثر زادت طلباتها منا؟.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2077, اختر كلامك قبل أن تتحدث وأعط للاختيار وقتًا كافيًّا لنضج الكلام فالكلمات كالثمار تحتاج لوقت كاف حتى تنضج.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2078, كن على حذر من الكريم إذا أهنته، ومن اللئيم إذا أكرمته، ومن العاقل إذا أحرجته ومن الأحمق إذا رحمته.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2079, ليس القوي من يكسب الحرب دائمًا وإنّما الضعيف من يخسر السلام دائمًا.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2080, يشعر بالسعادة من يغسل وجهه من الهموم ورأسه من المشاغل وجسده من الأوجاع.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2081, الرجل الضعيف يتمنى والقوي يعمل.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2082, إذا بلغت القمة فوجه نظرك إلى السفح لترى من عاونك في الصعود إليها، وانظر إلى السماء ليثبت الله أقدامك عليها.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2083, من عاش بوجهين مات لا وجه له.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2084, إذا استشارك عدوك فقدم له النصيحة، لأنه بالاستشارة قد خرج من معاداتك إلى موالاتك.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2085, كلّ الذنوب خفيفة محمولة، إلا ذنوب إذاعة الأسرار إذا ضاق صدر المرء عن سر نفسه، فصدر الذي يستودع السر أضيق.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2086,  لا تجادل بليغًا ولا سفيهًا، فالبليغ يغلبك والسفيه يؤذيك.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2087, حسن الخلق يستر كثيرًا من السيئات، كما أن سوء الخلق يغطي كثيرًا من الحسنات.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2088, قليل من العلم مع العمل به، أنفع من كثير من العلم مع قلة العمل به.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2089, لا غنى كالعقل، ولا فقر كالجهل، ولا ميراث كالأدب.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2090, لا تقطعن برأي نفسك واستشر,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2091, لا خير في ود امرئ متلون,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2092, ذو العلم يشقى في النعيم بعقله,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2093, ليس الفقير من ملك القليل، إنما الفقير من طلب الكثير.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2094, أولى لك أن تتألم لأجل الصدق، من أن تكافأ لأجل الكذب.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2095, التكبر يوجب المقت والتواضع يوجب الرفعة.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2096, يهون علينا أن تصاب جسومنا,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2097, إذا أعطيت فقيرًا سمكة تكون قد سددت جوعه ليوم واحد فقط، أمّا إذا علمته كيف يصطاد السمك تكون قد سددت جوعه طوال العمر.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2098, زك قلبك بالأدب كما تزكى النار بالحطب.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2099, الصحة أعظم عطاء والقناعة أفضل غنى.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2100, وجه قلبك إلى الأدب وأذنيك إلى كلمات المعرفة.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2101, لا تدع لسانك يشارك عينيك عند انتقاد عيوب الآخرين فلا تنس أنهم مثلك لهم عيون والسن.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
2102, من ركب الحق غلب الخلق.,الحكمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
