,quote,classe,methode of collection,groupe,source URL
3709,٤ خواطر عن الصبر,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3710,"٥ أبيات شعر عن الصبر
٥.١ شعر الإمام علي (رضي الله عنه) عن الصبر
٥.٢ شعر أبو العتاهية عن الصبر
٥.٣ شعر إبراهيم اليازجي عن الصبر
٥.٤ شعر الحسين البغدادي عن الصبر
٥.٥ شعر أعرابي عن الصبر
٥.٦ شعر مصطفى الغلاييني عن الصبر
٥.٧ شعر أبو العلاء المعري عن الصبر
",الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3711,٥.١ شعر الإمام علي (رضي الله عنه) عن الصبر,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3712,٥.٢ شعر أبو العتاهية عن الصبر,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3713,٥.٣ شعر إبراهيم اليازجي عن الصبر,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3714,٥.٤ شعر الحسين البغدادي عن الصبر,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3715,٥.٥ شعر أعرابي عن الصبر,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3716,٥.٦ شعر مصطفى الغلاييني عن الصبر,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3717,٥.٧ شعر أبو العلاء المعري عن الصبر,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3763, (عجباً لأمر المؤمن، إن أمره كله له خير- وليس ذلك لأحد إلا للمؤمن- إن أصابته سراء شكر فكان خيراً له، وإن أصابته ضراء صبر فكان خيراً له).,الصبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%B5%D8%A8%D8%B1
3869,١ أجمل ما قيل في الرجولة والشجاعة,الشهامةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D8%B1%D8%AC%D9%88%D9%84%D8%A9
3870,٢ أجمل ما قيل في الرجولة والمواقف,الشهامةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D8%B1%D8%AC%D9%88%D9%84%D8%A9
3871,٣ أجمل ما قيل في الرجولة والهيبة,الشهامةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D8%B1%D8%AC%D9%88%D9%84%D8%A9
3872,٤ أجمل ما قيل في الرجولة والقوة,الشهامةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D8%B1%D8%AC%D9%88%D9%84%D8%A9
3900, وقد كانت رجولة محمد -عليه الصلاة والسلام- في القمة، بيد أنّ قواه الروحية وصفاءه النفسي جعلا هذه الرجولة تزداد بمحامد الأدب والاستقامة والقنوع.,الشهامةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D8%B1%D8%AC%D9%88%D9%84%D8%A9
3901, كثيراً ما يتملكنا شعور بالخوف من أشياء أو مواقف معينة، فلا يُمكن إزالة هذا إلا بالخوف من الله -سبحانه- والتوكل عليه.,الشهامةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D9%85%D8%A7_%D9%82%D9%8A%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D8%B1%D8%AC%D9%88%D9%84%D8%A9
4011,١ أقوال في قوة الإرادة,العزمُ والعزيمةُ وعلوِ الهمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D9%82%D9%88%D8%A9_%D8%A7%D9%84%D8%A5%D8%B1%D8%A7%D8%AF%D8%A9
4012,٢ كلمات جميلة عن قوة الإرادة,العزمُ والعزيمةُ وعلوِ الهمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D9%82%D9%88%D8%A9_%D8%A7%D9%84%D8%A5%D8%B1%D8%A7%D8%AF%D8%A9
4013,٣ عبارات في قوة الإرادة,العزمُ والعزيمةُ وعلوِ الهمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D9%82%D9%88%D8%A9_%D8%A7%D9%84%D8%A5%D8%B1%D8%A7%D8%AF%D8%A9
4014,٤ حكم في العزيمة والإرادة,العزمُ والعزيمةُ وعلوِ الهمةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D9%82%D9%88%D8%A9_%D8%A7%D9%84%D8%A5%D8%B1%D8%A7%D8%AF%D8%A9
4092,١ أقوال عن عزة النفس,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4093,٢ حكم عن عزة النفس,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4094,٣ أقوال عن الكبرياء,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4095,٤ قصيدة كبرياء,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4127,خلال الكبرياء نحن نقع في خداع أنفسنا، لكن بالتعمق تحت سطح الضمير​، فإن صوت صغير هادئ يقول لنا شيئا ما غير صحيح.,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4134,١ حكم عن عزة النفس والغنى عن الآخرين,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4135,٢ شعر عن عزة النفس,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4136,٣ أقوال مشهورة في عزة النفس,العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4168,"يقول عمر بن الخطاب -رضي الله عنه-: ""نحن أُمّة أراد الله لها العِزّة"".",العزةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%B9%D8%B2%D8%A9_%D8%A7%D9%84%D9%86%D9%81%D8%B3
4171,١ أقوال مأثورة عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4172,٢ أٌقوال عن القاضي,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4173,٣ أمثال عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4174,٤ شعر عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4230,١ حكم عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4231,٢ كلمات عن العدل والإحسان,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4232,٣ أقوال عن العدل والقوة,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4233,٤ أمثال عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4234,٥ شعر عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4363,أبارك في الناس أهل الطموح ومن يستلذ ركوب الخطر وأعلن في الكون أن الطموح لهيب الحياة وروح الظفر.- أبو القاسم الشابي,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4368,١ حكم عن القناعة,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4369,٢ حكم عن الرضا,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4370,٣ أقوال الأدباء والحكماء عن القناعة,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4371,"٤ قصائد عن القناعة
٤.١ قصيدة رَأيْتُ القنَاعَة َ رَأْسَ الغنَى
٤.٢ قصيدة إن القناعة في الدنيا هي الشرف
٤.٣ قصيدة قناعة ُ المرءِ بما عندهُ
",القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4372,٤.١ قصيدة رَأيْتُ القنَاعَة َ رَأْسَ الغنَى,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4373,٤.٢ قصيدة إن القناعة في الدنيا هي الشرف,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4374,٤.٣ قصيدة قناعة ُ المرءِ بما عندهُ,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4428,١ الأمثال العربية,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4429,٢ أمثال عن العزة والشجاعة,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4430,٣ أمثال عن الصبر والمواساة,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4431,٤ أمثال عن العلم والحكمة,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4432,٥ أمثال عن الصداقة,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4433,٦ أمثال عن الذكاء,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4434,٧ أمثال عن الخبرة في الحياة,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4435,٨ أمثال عن المشورة,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4436,٩ أمثال عن النصح,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4437,١٠ أمثال عن الجد والعمل,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4438,١١ أمثال عن السكوت والكلام,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4439,١٢ أمثال عن المدح ومكارم الأخلاق,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4440,١٣ أمثال عن العدل,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4441,١٤ أمثال عن الحذر,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4442,١٥ أمثال عن الحب,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4443,١٦ فيديو أمثال شعبية,الفصاحةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
4659,١ عبارات عن الغيرة,الغيرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
4660,٢ شعر طلال السعيد عن الغيرة,الغيرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
4677,ما أحسنَ الغيرةَ في حينها … وأقبحَ الغيرةَ في كُلِّ حينْ,الغيرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
4683,الغيرة … هي التقاء صوت العاطفة بصوت العاصفة.,الغيرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
4684,الغيرة … عدسة تكبر الاشياء الصغيرة.,الغيرةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D9%8A%D8%B1%D8%A9
4712,١ أقوال عن المحبة بين الناس,المحبةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%85%D8%AD%D8%A8%D8%A9_%D8%A8%D9%8A%D9%86_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
4713,٢ حكم عن الحياة والناس,المحبةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%85%D8%AD%D8%A8%D8%A9_%D8%A8%D9%8A%D9%86_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
4714,٣ أقوال عن فعل الخير للناس,المحبةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%85%D8%AD%D8%A8%D8%A9_%D8%A8%D9%8A%D9%86_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
4715,٤ من قصيدة كن بلسما,المحبةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%85%D8%AD%D8%A8%D8%A9_%D8%A8%D9%8A%D9%86_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
4757,١ حكم عن الغضب,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4758,٢ أقوال عن الغضب,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4815,إذا كان غريمك سريع الغضب – احرص على مضايقته وإثارة غيظه.. تظاهر بالضعف حتى يتمادى في غروره. - سون وو,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4816,الذين هم في ثورة الغضب يفقدون كل سلطان على أنفسهم. - أرسطو,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4817,سجل.. أنا عربي أنا اسم بلا لقب يعيش بفورة الغضب.. جذوري قبل ميلاد الزمان رست وقبل تفتح الحقب.. سجل أنا عربي !. - محمود درويش ( شاعر فلسطيني ),كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4818,عند الغضب يجب أن نمتنع عن أربعة أشياء : الحكم على الآخرين، واتخاذ القرارات والحديث مع الآخرين واتخاذ الأفعال. - فيثاغورس,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4819,كلما تملك الغضب في قلبك أكثر على ما عانيته في الماضي كلما فقدت الفرصة في احتمال حصولك على حب جديد في المستقبل. - باربرا دي انجليس,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4820,الغضب هو الرياح الوحيدة التي يمكنها أن تطفئ نور العقل. - روبرت جرين انجرسول,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4821,هم يريدون أن تموت الحكاية بالصمت كما ماتت جرائم أخرى، يريدون أن تموت الذاكرة ويموت الغضب ليستمر اللعب في الخفاء. - بهاء طاهر,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4822,من أفضل البر : الجود في العسر، والصدق في الغضب، والعفو عند المقدرة. - علي بن أبي طالب,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4823,الغضب والتعصب يعميان الإنسان عن الفهم الصحيح. - المهاتما غاندي,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4824,عندما يسيطر الغضب على الإنسان يصبح الإنسان كالدمية الخشبية التي تحرك من خلال صاحبها.. هكذا يفعل الغضب بالإنسان يحركه كما يشاء وفي الاتجاه الذي يدمر.. فلا تجعل غضبك يحولك لجماد ساكن يتحرك بك نحو الجحيم. - احمد محمد موسى,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4825,الجاهل يعرف بست خصال: الغضب من غير شيء، والكلام في غير نفع، والعطية في غير موضعها، وأن لا يعرف صديقه من عدوه، وإفشاء السر، والثقة بكل أحد. - علي ابن أبي طالب (خليفة وفيلسوف وصحابي عربي),كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
4826,العقل يؤدي دوره حين يكون الجوّ صحوا، أما إذا حامت حوله سحب الغضب ؛ فإنّه ينسكب ويضعف، ويصبح ذليلا تابع للعاطفة العاصفة. - سلمان العودة,كظمِ الغيظُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
